years,시도,시군구,계약종별,지점명,month,전력량
2018,대전광역시,대전,가로등,동,1,1227434
2018,대전광역시,대전,가로등,중,1,1061546
2018,대전광역시,대전,가로등,서,1,2233527
2018,대전광역시,대전,가로등,대덕,1,1136216
2018,대전광역시,대전,가로등,유성,1,2634879
2018,충청북도,충주시,가로등,충주,1,2806410
2018,충청북도,제천시,가로등,제천,1,1622387
2018,충청북도,보은군,가로등,보은,1,556226
2018,충청북도,옥천군,가로등,옥천,1,849951
2018,충청북도,영동군,가로등,영동,1,764924
2018,충청북도,진천군,가로등,진천,1,1042795
2018,충청북도,괴산군,가로등,괴산,1,1202194
2018,충청북도,음성군,가로등,음성,1,1419605
2018,충청북도,단양군,가로등,단양,1,785942
2018,충청북도,청주시,가로등,청주,1,5494004
2018,충청북도,증평군,가로등,증평,1,396095
2018,충청남도,아산시,가로등,아산,1,1993803
2018,충청남도,보령시,가로등,보령,1,957015
2018,충청남도,공주시,가로등,공주,1,1515910
2018,충청남도,서산시,가로등,서산,1,1281082
2018,충청남도,천안시,가로등,천안,1,3015643
2018,충청남도,금산군,가로등,금산,1,945586
2018,충청남도,계룡시,가로등,계룡,1,275461
2018,충청남도,논산시,가로등,논산,1,903259
2018,충청남도,부여군,가로등,부여,1,790723
2018,충청남도,서천군,가로등,서천,1,886732
2018,충청남도,청양군,가로등,청양,1,719964
2018,충청남도,홍성군,가로등,홍성,1,804676
2018,충청남도,예산군,가로등,예산,1,870909
2018,충청남도,당진시,가로등,당진,1,1356229
2018,충청남도,태안군,가로등,태안,1,758908
2018,세종특별자치시,세종시,가로등,세종,1,2933431
2024,대전광역시,대전,가로등,동,1,923164
2024,대전광역시,대전,가로등,중,1,915538
2024,대전광역시,대전,가로등,서,1,1550184
2024,대전광역시,대전,가로등,대덕,1,994187
2024,대전광역시,대전,가로등,유성,1,2362592
2024,충청북도,충주시,가로등,충주,1,2700670
2024,충청북도,제천시,가로등,제천,1,1579415
2024,충청북도,보은군,가로등,보은,1,541124
2024,충청북도,옥천군,가로등,옥천,1,748976
2024,충청북도,영동군,가로등,영동,1,727694
2024,충청북도,진천군,가로등,진천,1,765236
2024,충청북도,괴산군,가로등,괴산,1,1271828
2024,충청북도,음성군,가로등,음성,1,1532412
2024,충청북도,단양군,가로등,단양,1,849083
2024,충청북도,청주시,가로등,청주,1,5491190
2024,충청북도,증평군,가로등,증평,1,408765
2024,충청남도,아산시,가로등,아산,1,2402507
2024,충청남도,보령시,가로등,보령,1,1061170
2024,충청남도,공주시,가로등,공주,1,1273855
2024,충청남도,서산시,가로등,서산,1,1173684
